titulo,url,descricao,data_publicacao,img,fonte,positivo,negativo,neutro
"Diretoras de Geociências e de Pesquisas tomam posse, e IBGE já tem três mulheres no conselho diretor",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39399-diretoras-de-geociencias-e-de-pesquisas-tomam-posse-e-ibge-ja-tem-tres-mulheres-no-conselho-diretor.html,"Marcio Pochmann formaliza posse das novas diretoras - Foto: Adriana Saraiva/Agência IBGE Notícias O IBGE deu posse hoje, 11, às novas diretoras da Diretoria de Pesquisas (DPE), Elizabeth Belo Hypolito, e da Diretoria de Geociências (DGC), Ivone Lopes...",2024-03-11 17:59:00,,IBGE,0.100021824,0.09191339,0.8080648
Papel fiduciário ganha ênfase em carta da BlackRock,https://valor.globo.com/financas/noticia/2024/03/27/papel-fiduciario-ganha-enfase-em-carta-da-blackrock.ghtml,        Tema da sustentabilidade esteve presente de uma fo...  ,2024-03-27 08:02:17+00:00,https://s2-valor.glbimg.com/vXBnYmHlvGkTWbv9ptzAiSSKV4c=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/x/K/BocOmOSHKWBFvucKssJg/foto27fin-201-black-c6.jpg,Valor,0.11694302,0.070048414,0.8130085
Como avançar em diversidade e inclusão: o caso da Vale,https://braziljournal.com/on-business/como-avancar-em-diversidade-e-inclusao-o-caso-da-vale/,,2024-03-25 11:07:29.415850,,Brazil Journal,0.11694302,0.070048414,0.8130085
IBGE divulga em Florianópolis (SC) novos resultados do Censo 2022,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39398-ibge-divulga-em-florianopolis-sc-novos-resultados-do-censo-2022.html,"Foto: Ricardo Wolffenbttel/SECOM-SC O IBGE divulgará, em 21 de março, às 10h, no Auditório da Associação dos Municípios da Grande Florianópolis (GRANFPOLIS), os resultados do Censo Demográfico 2022: Agregados por Setores Censitários preliminares -...",2024-03-11 17:15:00,,IBGE,0.11694302,0.070048414,0.8130085
Visa e Mastercard fazem acordo de US$ 30 bi nos EUA,https://valor.globo.com/financas/noticia/2024/03/27/visa-e-mastercard-fazem-acordo-de-us-30-bi-nos-eua.ghtml,    Estabelecimentos comerciais poderão cobrar preços...  ,2024-03-27 08:02:15+00:00,,Valor,0.44903013,0.07903612,0.47193378
Mulheres na mineração: a diversidade ganhando quilate,https://braziljournal.com/on-business/mulheres-na-mineracao-a-diversidade-ganhando-quilate/,,2024-03-25 11:07:29.416477,,Brazil Journal,0.44903013,0.07903612,0.47193378
Agenda IBGE de 11 a 17 de março é disponibilizada,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39362-agenda-ibge-de-11-a-17-de-marco-e-disponibilizada.html,"Agenda IBGE traz a programação do instituto para a semana - Foto: Bel Corção/Brasil com S Já está disponível a Agenda IBGE com as reuniões e eventos do Instituto para a semana do dia 11 a 17 de março, contemplando as divulgações, as reuniões internas e...",2024-03-11 09:00:00,,IBGE,0.44903013,0.07903612,0.47193378
Curtas,https://valor.globo.com/mundo/noticia/2024/03/27/8b1d76cf-curtas.ghtml,"    FMI alerta Argentina
O FMI alertou ontem o governo...  ",2024-03-27 08:02:00+00:00,,Valor,0.20639014,0.3093267,0.48428312
Inclusão econômica e transição energética são os desafios mais importantes desta era,https://braziljournal.com/on-business/inclusao-economica-e-transicao-energetica-sao-os-desafios-mais-importantes-desta-era/,,2024-03-24 11:07:29.416921,,Brazil Journal,0.20639014,0.3093267,0.48428312
"Em Brasília, IBGE amplia Diálogos Institucionais visando o fortalecimento da carreira, comunicação e parcerias",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39365-em-brasilia-ibge-amplia-dialogos-institucionais-visando-o-fortalecimento-da-carreira-comunicacao-e-parcerias.html,Presidente do IBGE com a ministra Sonia Guajajara em entendimentos sobre o mapeamento fundiário das terras indígenas – Fotos: Acervo IBGE O Instituto Brasileiro de Geografia e Estatística (IBGE) realizou em Brasília novas rodadas de reuniões dos Diálogos...,2024-03-08 16:45:00,,IBGE,0.20639014,0.3093267,0.48428312
Hamas pede fim de ajuda por aviões em Gaza,https://valor.globo.com/mundo/noticia/2024/03/27/hamas-pede-fim-de-ajuda-por-avioes-em-gaza.ghtml,        Matéria exclusiva para assinantes. Para ter acesso...  ,2024-03-27 08:01:57+00:00,https://s2-valor.glbimg.com/TETcdViZznHTkMoniIFZ3xwzYYI=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/B/h/fNBxIMSjyQWjtdleCxvg/foto27int-401-tlgaza-a15.jpg,Valor,0.029559553,0.926887,0.043553486
Fintechs deverão crescer dois dígitos ao ano até 2028,https://braziljournal.com/on-business/fintechs-deverao-crescer-dois-digitos-ao-ano-ate-2028/,,2024-03-23 11:07:29.417337,,Brazil Journal,0.029559553,0.926887,0.043553486
"Mulheres pretas ou pardas gastam mais tempo em tarefas domésticas, participam menos do mercado de trabalho e são mais afetadas pela pobreza",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39358-mulheres-pretas-ou-pardas-gastam-mais-tempo-em-tarefas-domesticas-participam-menos-do-mercado-de-trabalho-e-sao-mais-afetadas-pela-pobreza.html,"Em 2022, mulheres pretas ou pardas dedicaram 1,6 hora a mais por semana a afazeres domésticos e cuidados de pessoas do que as brancas - Foto: Licia Rubinstein/Agência IBGE Notícias No Brasil, as mulheres pretas ou pardas são mais afetadas pelas...",2024-03-08 10:00:00,,IBGE,0.029559553,0.926887,0.043553486
Europeus pedem alívio de lei antidesmatamento,https://valor.globo.com/mundo/noticia/2024/03/27/europeus-pedem-alivio-de-lei-antidesmatamento.ghtml,    Países alegam que medida prejudica os agricultores...  ,2024-03-27 08:01:54+00:00,,Valor,0.046296746,0.85660714,0.09709616
"Rumo investirá R$ 2,5 bi no Porto de Santos – porque o agronegócio não pode parar",https://braziljournal.com/rumo-investira-r-25-bi-no-porto-de-santos-porque-o-agronegocio-nao-pode-parar/,,2024-03-01 11:07:29.417717,,Brazil Journal,0.046296746,0.85660714,0.09709616
Webinários do Hub Regional para Big Data discutem experimentos com dados alternativos,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39351-webinarios-do-hub-regional-para-big-data-discutem-experimentos-com-dados-alternativos.html,"O Hub Regional da ONU para Big Data no Brasil realizará uma série de webinários para apresentar experiências de utilização de fontes de dados alternativos na produção de indicadores confiáveis. O primeiro seminário será em 15 de março, às 13h, e abordará...",2024-03-07 09:28:32,,IBGE,0.046296746,0.85660714,0.09709616
IPCA-15 acima da expectativa confirma alertas do Copom,https://valor.globo.com/opiniao/noticia/2024/03/27/ipca-15-acima-da-expectativa-confirma-alertas-do-copom.ghtml,    Ainda há espaço para os juros caírem abaixo da pro...  ,2024-03-27 08:01:51+00:00,,Valor,0.040736727,0.8871121,0.07215113
"Apple, Google, Meta: agora, na mira da UE",https://braziljournal.com/tag/regulacao/,,,,Brazil Journal,0.040736727,0.8871121,0.07215113
"Produção industrial recua 1,6% em janeiro",http://agenciadenoticias.ibge.gov.br/agencia-sala-de-imprensa/2013-agencia-de-noticias/releases/39344-producao-industrial-recua-1-6-em-janeiro.html,"Em janeiro de 2024, a produção industrial nacional recuou 1,6% frente a dezembro de 2023, na série com ajuste sazonal. Na comparação com janeiro de 2023, a indústria cresceu 3,6%, registrando o sexto resultado positivo consecutivo neste tipo de...",2024-03-06 09:00:00,,IBGE,0.040736727,0.8871121,0.07215113
Problemas nas tarifas de “bandeiras” dos cartões,https://valor.globo.com/opiniao/coluna/problemas-nas-tarifas-de-bandeiras-dos-cartoes.ghtml,        Aumento das taxas dispara um sinal de alerta para...  ,2024-03-27 08:01:49+00:00,https://s2-valor.glbimg.com/wqTvGFbEkCGPs3wxHpcIXY8vHNY=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/p/f/l0zEDgToau08LtcJjfag/27opin-200-col-op1-a16-img01.jpg,Valor,0.031768475,0.9312685,0.036963005
Ânima melhora margem e tem mais um tri de desalavancagem,https://braziljournal.com/tag/educacao/,,,,Brazil Journal,0.031768475,0.9312685,0.036963005
"Produção industrial recua 1,6% em janeiro após dois meses em alta",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39345-producao-industrial-recua-1-6-em-janeiro-apos-dois-meses-em-alta.html,"Indústrias extrativistas e produtos alimentícios influenciam recuo da indústria em janeiro de 2024 - Foto: Agência Vale A produção industrial recuou 1,6% na passagem de dezembro de 2023 para janeiro de 2024, após acumular expansão de 2,9% no período...",2024-03-06 09:00:00,,IBGE,0.031768475,0.9312685,0.036963005
Cartas de Leitores,https://valor.globo.com/opiniao/noticia/2024/03/27/130ad7a0-cartas-de-leitores.ghtml,"    Macron no Brasil
Não segurem a respiração. Aqueles...  ",2024-03-27 08:01:45+00:00,,Valor,0.20605168,0.19938618,0.5945621
EXCLUSIVO: Vivara nomeia Otavio Lyra CEO; Kaufman presidirá o conselho,https://braziljournal.com/tag/governanca-corporativa/,,,,Brazil Journal,0.20605168,0.19938618,0.5945621
IBGE discute o presente e o futuro das estatísticas no mundo na 55ª Sessão da Comissão de Estatística da ONU,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39321-ibge-discute-o-presente-e-o-futuro-das-estatisticas-no-mundo-na-55-sessao-da-comissao-de-estatistica-da-onu.html,"A delegação do IBGE participou de 32 Sessões ordinárias e 8 eventos paralelos - Foto: Arquivo UNSC O presente e o futuro das estatísticas globais, integração regional, novos indicadores ambientais e a retomada do protagonismo internacional do Instituto...",2024-03-05 15:00:42,,IBGE,0.20605168,0.19938618,0.5945621
Frase do dia,https://valor.globo.com/opiniao/noticia/2024/03/27/b1c1c03f-frase-do-dia.ghtml,    Matéria exclusiva para assinantes. Para ter acesso...  ,2024-03-27 08:01:43+00:00,,Valor,0.28703743,0.19884369,0.5141189
"EXCLUSIVO: Ultrapar pode ter 27% da Hidrovias comprando Pátria, Temasek",https://braziljournal.com/tag/estrategia-corporativa/,,,,Brazil Journal,0.28703743,0.19884369,0.5141189
"Índice de Preços ao Produtor (IPP) é de -0,31% em janeiro",http://agenciadenoticias.ibge.gov.br/agencia-sala-de-imprensa/2013-agencia-de-noticias/releases/39319-indice-de-precos-ao-produtor-ipp-e-de-0-31-em-janeiro.html,"Em janeiro de 2024, os preços da indústria variaram -0,31% frente a dezembro de 2023, terceiro resultado negativo seguido. Nessa comparação, 8 das 24 atividades industriais tiveram redução de preços. O acumulado em 12 meses ficou em -5,56%. Em janeiro de...",2024-03-05 09:00:00,,IBGE,0.28703743,0.19884369,0.5141189
"O fascismo mudou, mas não está morto",https://valor.globo.com/opiniao/coluna/o-fascismo-mudou-mas-nao-esta-morto.ghtml,        O que se vê hoje é um autoritarismo com caracterís...  ,2024-03-27 08:01:40+00:00,https://s2-valor.glbimg.com/VD7qZqLMNGIxT8Hn59kusXhx6vA=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/L/L/oAH63jQhuB2UlKbEhrqg/27opin-200-col-op3-a17-img01.jpg,Valor,0.040743496,0.81497777,0.14427875
Debêntures incentivadas: Governo quer (de novo) mexer no que funciona,https://braziljournal.com/debentures-incentivadas-governo-quer-de-novo-mexer-no-que-funciona/,,2024-03-03 11:07:29.418160,,Brazil Journal,0.040743496,0.81497777,0.14427875
"Preços da indústria caem 0,31% em janeiro, terceira queda consecutiva",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39320-precos-da-industria-caem-0-31-em-janeiro-terceira-queda-consecutiva.html,"O setor de refino de petróleo e biocombustíveis (-4,77%) foi o que teve variação mais intensa e maior influência (-0,51 p.p.) no IPP de janeiro - Foto: André Motta de Souza/Petrobras Pela terceira vez consecutiva, os preços da indústria nacional...",2024-03-05 09:00:00,,IBGE,0.040743496,0.81497777,0.14427875
Novos inquéritos podem surgir na esteira do caso Marielle,https://valor.globo.com/politica/noticia/2024/03/27/novos-inqueritos-podem-surgir-na-esteira-do-caso-marielle.ghtml,        Polícia Federal acautela-se e vai continuar invest...  ,2024-03-27 08:01:37+00:00,https://s2-valor.glbimg.com/hrbYcEsztPbPxtX8fB5EkvdLtLE=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/R/u/zlN8CJTcmhcJGNBajmOQ/foto27pol-201-marielle-a11.jpg,Valor,0.034966562,0.84183705,0.123196386
"Dez anos sem Claudio Abbado, o mais humano dos maestros",https://braziljournal.com/tag/musica/,,,,Brazil Journal,0.034966562,0.84183705,0.123196386
Já está disponível a Agenda IBGE de 4 a 10 de março,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39312-ja-esta-disponivel-a-agenda-ibge-de-4-a-10-de-marco.html,"Agenda IBGE traz a programação do instituto para a semana - Foto: Bel Corção/Brasil com S O IBGE divulgou hoje (4), às 9h, a Agenda IBGE. Com reuniões internas e externas, eventos e atividades, a Agenda traz a programação do Instituto para a semana dos...",2024-03-04 09:00:00,,IBGE,0.034966562,0.84183705,0.123196386
Frentes têm projeto para regulamentar desoneração da cesta básica,https://valor.globo.com/politica/noticia/2024/03/27/frentes-tem-projeto-para-regulamentar-desoneracao-da-cesta-basica.ghtml,        Proposta autoriza o governo a zerar as alíquotas d...  ,2024-03-27 08:01:35+00:00,https://s2-valor.glbimg.com/YUpUD7Rkm_K8RqECLZle5DTepZw=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/G/m/1XIxnkT8OBaK1kmhAWRw/foto27pol-101-cesta-a12.jpg,Valor,0.08139224,0.08577742,0.83283037
Gary veio ensinar inglês na Rocinha. Motoboys agora são programadores,https://braziljournal.com/tag/tecnologia-e-internet/,,,,Brazil Journal,0.08139224,0.08577742,0.83283037
"PIB cresce 2,9% em 2023 e fecha o ano em R$ 10,9 trilhões",http://agenciadenoticias.ibge.gov.br/agencia-sala-de-imprensa/2013-agencia-de-noticias/releases/39303-pib-cresce-2-9-em-2023-e-fecha-o-ano-em-r-10-9-trilhoes.html,"Em 2023, o PIB (Produto Interno Bruto) cresceu 2,9% frente a 2022. Houve crescimentos na Agropecuária (15,1%), na Indústria (1,6%) e em Serviços (2,4%). Período de comparação Indicadores PIB AGROP INDUS SERV FBCF CONS. FAM CONS. GOV Trimestre / trimestre...",2024-03-01 09:00:00,,IBGE,0.08139224,0.08577742,0.83283037
"Leilão de transmissão prevê investimentos de R$ 18,2 bi com expectativa de disputa e descontos",https://valor.globo.com/empresas/noticia/2024/03/27/leilao-de-transmissao-preve-investimentos-de-r-182-bi-com-expectativa-de-disputa-e-descontos.ghtml,        Alta demanda por equipamentos e escassez de mão de...  ,2024-03-27 08:01:31+00:00,https://s2-valor.glbimg.com/w7ryOISj6idFpR7slYmwWl59rsw=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/X/A/lpQjQwRfAxoiPt4ySRZw/arte27emp-101-leilao-b1.jpg,Valor,0.7529689,0.043480065,0.20355105
"O cru e o grotesco de Francis Bacon, numa exposição épica do MASP",https://braziljournal.com/tag/arte/,,,,Brazil Journal,0.7529689,0.043480065,0.20355105
"Com alta recorde da Agropecuária, PIB fecha 2023 em 2,9%",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39306-com-alta-recorde-da-agropecuaria-pib-fecha-2023-em-2-9.html,Agropecuária apresentou o crescimento recorde em 2023 com aumento na produção de milho e soja - Foto - Jaelson Lucas-AEN-PR O Produto Interno Bruto (PIB) do país apresentou estabilidade no quarto trimestre de 2023 e encerrou o ano com crescimento de...,2024-03-01 09:00:00,,IBGE,0.7529689,0.043480065,0.20355105
Resultados fracos derrubam ação da Casas Bahia,https://valor.globo.com/empresas/noticia/2024/03/27/resultados-fracos-derrubam-acao-da-casas-bahia.ghtml,    A Casas Bahia voltou a ter mais um trimestre de nú...  ,2024-03-27 08:01:29+00:00,,Valor,0.056950767,0.9055807,0.037468612
"Um hotel descolado, para millennials abastados. Janu, a nova marca do Aman",https://braziljournal.com/tag/luxo/,,,,Brazil Journal,0.056950767,0.9055807,0.037468612
"PNAD Contínua: taxa de desocupação é de 7,6% e taxa de subutilização é de 17,6% no trimestre encerrado em janeiro",http://agenciadenoticias.ibge.gov.br/agencia-sala-de-imprensa/2013-agencia-de-noticias/releases/39283-pnad-continua-taxa-de-desocupacao-e-de-7-6-e-taxa-de-subutilizacao-e-de-17-6-no-trimestre-encerrado-em-janeiro.html,"A taxa de desocupação (7,6%) no trimestre encerrado em janeiro de 2024 ficou estável frente ao trimestre de agosto a outubro de 2024 (7,6%) e caiu 0,7 p.p. ante o mesmo trimestre móvel de 2023 (8,4%). Indicador/Período Nov-Dez-Jan 2024 Ago-Set-Out 2023...",2024-02-29 09:00:00,,IBGE,0.056950767,0.9055807,0.037468612
Lição de casa,https://valor.globo.com/empresas/coluna/licao-de-casa.ghtml,"    Transformação digital não é mais um item opcional,...  ",2024-03-27 08:01:26+00:00,,Valor,0.23168465,0.20325886,0.5650565
"Taxa de desocupação fica em 7,6% no tri encerrado em janeiro, enquanto ocupação e rendimento crescem ",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39284-taxa-de-desocupacao-fica-em-7-6-no-tri-encerrado-em-janeiro-enquanto-ocupacao-e-rendimento-crescem.html,"Setor de Transportes, Armazenagem e Correios foi um dos que mais contribuíram para o aumento da população ocupada. Foto: Freepik A taxa de desocupação para o trimestre móvel encerrado em janeiro de 2024 ficou em 7,6%, mesmo percentual do trimestre móvel...",2024-02-29 09:00:00,,IBGE,0.23168465,0.20325886,0.5650565
Biden rules:  Mais de 50% dos carros vendidos nos EUA até 2032 serão elétricos,https://braziljournal.com/biden-rules-mais-de-50-dos-carros-vendidos-nos-eua-ate-2032-serao-eletricos/,,2024-03-06 11:07:29.419007,,Brazil Journal,0.11721916,0.063785404,0.8189954
"IBGE debate ODS, estatísticas para inclusão e integração regional na 55ª Sessão da Comissão de Estatística da ONU",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39288-ibge-debate-ods-estatisticas-para-inclusao-e-integracao-regional-na-55-sessao-da-comissao-de-estatistica-da-onu.html,"No primeiro dia da 55ª Sessão da Comissão de Estatística da ONU, a delegação do IBGE participou de debates sobre os ODS - Foto: Acervo IBGE No primeiro dia da 55ª Sessão da Comissão de Estatística da ONU, realizada na cidade de Nova York, nos Estados...",2024-02-28 16:55:04,,IBGE,0.11721916,0.063785404,0.8189954
Petrobras vai iniciar estudos sobre geração no mar,https://valor.globo.com/empresas/noticia/2024/03/27/petrobras-vai-iniciar-estudos-sobre-geracao-no-mar.ghtml,    Um dos estudos envolve a realização de projetos-pi...  ,2024-03-27 08:01:21+00:00,,Valor,0.06641602,0.12603027,0.8075537
IBGE divulgará em Florianópolis os resultados do Censo 2022: Agregados por Setores Censitários preliminares - População e domicílios e Malha de Setores Censitários Preliminares ,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39282-ibge-divulgara-em-florianopolis-os-resultados-do-censo-2022-agregados-por-setores-censitarios-preliminares-populacao-e-domicilios.html,"Foto: Ricardo Wolffenbüttel/SECOM-SC A cidade de Florianópolis, capital do estado de Santa Catarina, foi escolhida pelo Instituto Brasileiro de Geografia e Estatística (IBGE) para sediar no dia 21 de março, às 10h, o lançamento dos resultados do “Censo...",2024-02-28 13:30:49,,IBGE,0.06641602,0.12603027,0.8075537
Eólicas esperam lei para investir em projetos ‘offshore’,https://valor.globo.com/empresas/noticia/2024/03/27/eolicas-esperam-lei-para-investir-em-projetos-offshore.ghtml,        Maturação de projetos eólicos no mar demandam praz...  ,2024-03-27 08:01:16+00:00,https://s2-valor.glbimg.com/oo52VyyXab-cPa158Y2BYMZw3vo=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/V/5/Ok0zoTRxAm7WjorzZYNg/foto27emp-111-eolica-b4.jpg,Valor,0.09005564,0.083910406,0.8260339
IBGE divulga rendimento domiciliar per capita 2023 para Brasil e unidades da federação,http://agenciadenoticias.ibge.gov.br/agencia-sala-de-imprensa/2013-agencia-de-noticias/releases/39262-ibge-divulga-rendimento-domiciliar-per-capita-2023-para-brasil-e-unidades-da-federacao.html,"O IBGE divulga hoje os valores dos rendimentos domiciliares per capita referentes a 2023 para o Brasil e unidades da federação, calculados com base na Pesquisa Nacional por Amostra de Domicílios (PNAD) Contínua. O rendimento domiciliar per capita para o...",2024-02-28 10:00:00,,IBGE,0.09005564,0.083910406,0.8260339
"Para Aço Verde, não é hora de IPO, nem de grandes expansões",https://valor.globo.com/empresas/noticia/2024/03/27/para-aco-verde-nao-e-hora-de-ipo-nem-de-grandes-expansoes.ghtml,        Empresa fechou 2023 com quedas de 9% na receita lí...  ,2024-03-27 08:01:14+00:00,https://s2-valor.glbimg.com/S2BKnAbrNAOPdutHYk5ayX3Rh-8=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/N/c/yy5fECTN2yUqNXzWzthw/foto27emp-101-verde-b5.jpg,Valor,0.058607697,0.80953395,0.13185836
Controlador da Blau sonha com a Nasdaq. “Mercado brasileiro é curtoprazista”,https://braziljournal.com/tag/farmaceuticas/,,,,Brazil Journal,0.058607697,0.80953395,0.13185836
“Enem dos Concursos”: quase 1 milhão de inscritos para vagas no IBGE,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39271-enem-dos-concursos-quase-1-milhao-de-inscritos-para-vagas-no-ibge.html,"IBGE recebeu 996.395 inscrições no “Enem dos Concursos” A ministra da Gestão e da Inovação em Serviços Públicos, Esther Dweck, apresentou, na última sexta-feira (23), o balanço final das inscrições do Concurso Público Nacional Unificado (CPNU). Dos...",2024-02-27 15:30:00,,IBGE,0.058607697,0.80953395,0.13185836
Movimento falimentar,https://valor.globo.com/empresas/noticia/2024/03/27/ae2c6e0c-movimento-falimentar.ghtml,    Falências Requeridas Matéria exclusiva para assina...  ,2024-03-27 08:01:12+00:00,,Valor,0.73907083,0.054111883,0.20681728
"Fed não precisa ter pressa para cortar, diz BlackRock",https://braziljournal.com/tag/eua/,,,,Brazil Journal,0.73907083,0.054111883,0.20681728
"IPCA-15 é de 0,78% em fevereiro",http://agenciadenoticias.ibge.gov.br/agencia-sala-de-imprensa/2013-agencia-de-noticias/releases/39260-ipca-15-e-de-0-78-em-fevereiro.html,"O Índice Nacional de Preços ao Consumidor Amplo 15 (IPCA-15) foi de 0,78% em fevereiro e ficou 0,47 ponto percentual (p.p.) acima da taxa de janeiro (0,31%). No ano, o IPCA-15 acumula alta de 1,09% e, em 12 meses, de 4,49%, acima dos 4,47% observados nos...",2024-02-27 09:00:00,,IBGE,0.73907083,0.054111883,0.20681728
CVC ‘arruma casa’ e espera voltar a gerar caixa em 2024,https://valor.globo.com/empresas/noticia/2024/03/27/cvc-arruma-casa-e-espera-voltar-a-gerar-caixa-em-2024.ghtml,    A empresa fez ajustes nos dois últimos trimestres...  ,2024-03-27 08:01:09+00:00,,Valor,0.026830044,0.9211363,0.05203371
"Só se fala em IA, mas falta STEM no Brasil, diz chefe da Microsoft",https://braziljournal.com/tag/inteligencia-artificial/,,,,Brazil Journal,0.026830044,0.9211363,0.05203371
"Com impacto de Educação, IPCA-15 é de 0,78% em fevereiro",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39264-com-impacto-de-educacao-ipca-15-e-de-0-78-em-fevereiro.html,"Por conta dos reajustes praticados no início do ano letivo, Educação (5,07%) impacta no resultado do IPCA-15 de fevereiro - Foto: Tomaz Silva/Agência Brasil A prévia da inflação ficou em 0,78% em fevereiro, 0,47 ponto percentual (p.p.) maior que a de...",2024-02-27 09:00:00,,IBGE,0.026830044,0.9211363,0.05203371
"Atacarejo precisa evoluir, diz CEO do Assaí",https://braziljournal.com/tag/varejo-e-consumo/,,,,Brazil Journal,0.057042114,0.093993165,0.84896475
"IBGE realiza oficina para 180 gestores públicos, educadores e estudantes em Diadema (SP)",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39266-titulo-ibge-realiza-oficina-para-180-gestores-publicos-educadores-e-estudantes-em-diadema-sp.html,"Cento e oitenta pessoas participaram da oficina de capacitação técnica em ferramentas digitais do IBGE, em Diadema (SP) - Foto: Ralph Izumi/IBGE O IBGE realizou, na tarde da última sexta-feira (23), a oficina de capacitação técnica Um território de...",2024-02-26 17:24:00,,IBGE,0.057042114,0.093993165,0.84896475
Credor pede à Justiça para rejeitar pedido da Subway,https://valor.globo.com/empresas/noticia/2024/03/27/credor-pede-a-justica-para-rejeitar-pedido-da-subway.ghtml,"    Com dívidas de quase R$ 500 milhões, SouthRock ped...  ",2024-03-27 08:01:05+00:00,,Valor,0.06773944,0.097599834,0.8346607
VanEck compra a Investo. É uma aposta no mercado brasileiro de ETFs,https://braziljournal.com/tag/gestores/,,,,Brazil Journal,0.06773944,0.097599834,0.8346607
"IBGE participa da 55ª Sessão da Comissão de Estatística da ONU, em Nova York",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39257-ibge-participa-55-sessao-da-comissao-de-estatistica-da-onu-em-nova-york.html,"O Instituto Brasileiro de Geografia e Estatística (IBGE) participa da 55ª Sessão da Comissão de Estatística da ONU e seus eventos paralelos, realizada em Nova York, nos Estados Unidos, de 27 de fevereiro a 1 de março. A Comissão de Estatística da ONU,...",2024-02-26 12:43:16,,IBGE,0.06773944,0.097599834,0.8346607
"‘Empresas devem se envolver na pauta política’, diz Elkington",https://valor.globo.com/empresas/noticia/2024/03/27/empresas-devem-se-envolver-na-pauta-politica-diz-elkington.ghtml,"        John Elkington, criador do Triple Bottom Line, afi...  ",2024-03-27 08:01:03+00:00,https://s2-valor.glbimg.com/Z9Pn7uP1ZkrEUBvEmPeleKDkSOE=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/J/h/42KKsqRKqLF60Xo66zRQ/foto27emp-201-esg-b9.jpg,Valor,0.9357162,0.03264496,0.031638853
"HSI quer diversificar o passivo. “O Brasil mudou,” diz Max Lima",https://braziljournal.com/tag/wealth-journal/,,,,Brazil Journal,0.9357162,0.03264496,0.031638853
O que prevê o PL dos motoristas,https://valor.globo.com/empresas/noticia/2024/03/27/o-que-preve-o-pl-dos-motoristas.ghtml,"    Pelo Projeto de Lei 12/2024, do governo federal, t...  ",2024-03-27 08:01:00+00:00,,Valor,0.565365,0.14844853,0.28618643
"Energisa compra a Clarke, um “corretor e contador” do mercado livre de energia",https://braziljournal.com/tag/setor-eletrico/,,,,Brazil Journal,0.565365,0.14844853,0.28618643
Lucro líquido da Eletromídia cresce 80% e receita sobe 17%,https://valor.globo.com/empresas/noticia/2024/03/27/lucro-liquido-da-eletromidia-cresce-80-e-receita-sobe-17.ghtml,        O desempenho financeiro foi pavimentado pelo inves...  ,2024-03-27 08:00:57+00:00,https://s2-valor.glbimg.com/HaRkzQI6_WygpURZHux6M0SKLRU=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/e/Q/5q0tfVTN6BDkTEtUGWGw/foto27emp-401-eletromidia-b10.jpg,Valor,0.035029497,0.92536813,0.03960237
